Date,Portfolio_Value,Cash,Positions,SPY_Price,Portfolio_Return
2025-04-01 00:00:00-04:00,107159.84844684601,922.2880983352661,7,556.1268310546875,0.0016795245569933837
2025-04-02 00:00:00-04:00,108124.95800495148,922.2880983352661,7,559.6461791992188,0.00900626094655399
2025-04-03 00:00:00-04:00,104739.3575181961,922.2880983352661,7,532.0663452148438,-0.031311924177582884
2025-04-04 00:00:00-04:00,97737.66436481476,40978.588101387024,4,500.9176330566406,-0.06684873116741208
2025-04-07 00:00:00-04:00,96964.50994586945,54377.69790363312,3,500.0254211425781,-0.007910506394540384
2025-04-08 00:00:00-04:00,96561.85378742218,54377.69790363312,3,492.193603515625,-0.004152613762210988
2025-04-09 00:00:00-04:00,98788.10458087921,54377.69790363312,3,543.8834838867188,0.02305517868741469
2025-04-10 00:00:00-04:00,97717.97616291046,54377.69790363312,3,520.051025390625,-0.010832563520769
2025-04-11 00:00:00-04:00,98729.90223407745,54377.69790363312,3,529.3302001953125,0.01035557745772353
2025-04-14 00:00:00-04:00,99591.73611164093,54377.69790363312,3,534.4654541015625,0.008729208254659948
2025-04-15 00:00:00-04:00,99271.4436006546,54377.69790363312,3,532.9684448242188,-0.0032160551014722705
2025-04-16 00:00:00-04:00,98731.03571796417,54377.69790363312,3,521.1216430664062,-0.005443739539684356
2025-04-17 00:00:00-04:00,98870.76537799835,54377.69790363312,3,521.8651733398438,0.0014152556895414836
2025-04-21 00:00:00-04:00,98038.46189594269,54377.69790363312,3,509.4433898925781,-0.0084180948622542
2025-04-22 00:00:00-04:00,98662.84318256378,54377.69790363312,3,522.6979370117188,0.0063687380906056745
2025-04-23 00:00:00-04:00,98484.52700519562,54377.69790363312,3,530.79736328125,-0.0018073285911517356
2025-04-24 00:00:00-04:00,99195.91994953156,54377.69790363312,3,541.9700927734375,0.007223398090731692
2025-04-25 00:00:00-04:00,99239.18192768097,54377.69790363312,3,545.8860473632812,0.00043612658838609875
2025-04-28 00:00:00-04:00,99327.67869281769,54377.69790363312,3,546.0941772460938,0.0008917522637501563
2025-04-29 00:00:00-04:00,99666.40270709991,54377.69790363312,3,549.5342407226562,0.0034101674250313074
2025-04-30 00:00:00-04:00,100193.62235736847,13906.596409797668,6,549.7523193359375,0.0052898432766550485
2025-05-01 00:00:00-04:00,100172.1959810257,13906.596409797668,6,553.6483764648438,-0.00021384970259230585
2025-05-02 00:00:00-04:00,101503.40124225616,13906.596409797668,6,561.8668823242188,0.0132891691970356
2025-05-05 00:00:00-04:00,101558.2297334671,13906.596409797668,6,558.6448974609375,0.0005401640786408812
2025-05-06 00:00:00-04:00,101356.36842823029,13906.596409797668,6,553.9755249023438,-0.00198764103870841
2025-05-07 00:00:00-04:00,102258.4943819046,13906.596409797668,6,556.3052978515625,0.008900535483501448
2025-05-08 00:00:00-04:00,101031.75588703156,13906.596409797668,6,560.1814575195312,-0.01199644589222626
2025-05-09 00:00:00-04:00,101922.87059497833,13906.596409797668,6,559.4677734375,0.00882014471710435
2025-05-12 00:00:00-04:00,101767.75719928741,13906.596409797668,6,577.9567260742188,-0.0015218703592769778
2025-05-13 00:00:00-04:00,101586.49422931671,13906.596409797668,6,581.7734985351562,-0.0017811434088671474
2025-05-14 00:00:00-04:00,101273.13789081573,13906.596409797668,6,582.5170288085938,-0.0030846259719684577
2025-05-15 00:00:00-04:00,102894.48646259308,13906.596409797668,6,585.3622436523438,0.0160096606616984
2025-05-16 00:00:00-04:00,103835.1694765091,13906.596409797668,6,589.0699462890625,0.009142210105280935
2025-05-19 00:00:00-04:00,103753.24542713165,13906.596409797668,6,589.7142944335938,-0.0007889817081290218
2025-05-20 00:00:00-04:00,103840.75085926056,13906.596409797668,6,587.7315673828125,0.0008433994692760294
2025-05-21 00:00:00-04:00,102818.35686969757,13906.596409797668,6,577.8277587890625,-0.009845787719203636
2025-05-22 00:00:00-04:00,102270.42885303497,13906.596409797668,6,578.0558471679688,-0.00532908746399241
2025-05-23 00:00:00-04:00,102808.07408618927,29931.129368782043,5,574.1102294921875,0.0052570937580296295
2025-05-27 00:00:00-04:00,103856.03014087677,29931.129368782043,5,586.0462646484375,0.010193324444624396
2025-05-28 00:00:00-04:00,103067.63583087921,29931.129368782043,5,582.6558227539062,-0.007591223243639589
2025-05-29 00:00:00-04:00,103390.41589832306,29931.129368782043,5,584.9557495117188,0.0031317305848896915
2025-05-30 00:00:00-04:00,103778.5475435257,29931.129368782043,5,584.301513671875,0.0037540389196648594
2025-06-02 00:00:00-04:00,104083.48511219025,29931.129368782043,5,587.5928955078125,0.002938348780962219
2025-06-03 00:00:00-04:00,103840.89098834991,29931.129368782043,5,590.943603515625,-0.002330764804607033
2025-06-04 00:00:00-04:00,103006.62629413605,29931.129368782043,5,590.7849731445312,-0.008034067179830573
2025-06-05 00:00:00-04:00,102887.36542224884,29931.129368782043,5,587.9298095703125,-0.0011577980580264047
2025-06-06 00:00:00-04:00,103335.12641620636,29931.129368782043,5,593.96728515625,0.004351953149154042
2025-06-09 00:00:00-04:00,102793.00999927521,29931.129368782043,5,594.5026245117188,-0.00524619687160055
2025-06-10 00:00:00-04:00,102494.40527820587,29931.129368782043,5,597.873291015625,-0.00290491270828086
2025-06-11 00:00:00-04:00,102295.91662311554,29931.129368782043,5,596.1680908203125,-0.0019365803875007748
2025-06-12 00:00:00-04:00,103785.56559467316,46041.71587085724,4,598.5374755859375,0.014562154783224202
2025-06-13 00:00:00-04:00,103549.92948627472,46041.71587085724,4,591.8458251953125,-0.0022704131065652833
2025-06-16 00:00:00-04:00,104019.61279010773,46041.71587085724,4,597.4766845703125,0.004535814810914696
2025-06-17 00:00:00-04:00,103215.67952442169,46041.71587085724,4,592.3712158203125,-0.007728670047140285
2025-06-18 00:00:00-04:00,103244.17092609406,46041.71587085724,4,592.2819213867188,0.00027603753425498034
2025-06-20 00:00:00-04:00,103159.57145404816,46041.71587085724,4,590.8909912109375,-0.0008194116073290125
2025-06-23 00:00:00-04:00,103510.07507801056,46041.71587085724,4,596.7274780273438,0.003397683986294364
2025-06-24 00:00:00-04:00,103605.23953723907,46041.71587085724,4,603.3196411132812,0.0009193738788886296
2025-06-25 00:00:00-04:00,102605.81481647491,46041.71587085724,4,603.65771484375,-0.009646468897018812
2025-06-26 00:00:00-04:00,102675.39883136749,46041.71587085724,4,608.380615234375,0.0006781683378962455
2025-06-27 00:00:00-04:00,102757.01714038849,46041.71587085724,4,611.4032592773438,0.0007949159190026034
2025-06-30 00:00:00-04:00,103526.64655017853,381.925820350647,7,614.3264770507812,0.007489799054195556
2025-07-01 00:00:00-04:00,103727.41949176788,381.925820350647,7,614.127685546875,0.001939335893508698
2025-07-02 00:00:00-04:00,104502.1817369461,381.925820350647,7,616.9117431640625,0.007469213530755026
2025-07-03 00:00:00-04:00,104631.84890842438,381.925820350647,7,621.7738647460938,0.0012408082713972757
2025-07-07 00:00:00-04:00,104126.73153781891,381.925820350647,7,617.1403198242188,-0.004827568048114683
2025-07-08 00:00:00-04:00,103564.36837100983,381.925820350647,7,616.8023681640625,-0.0054007569286358414
2025-07-09 00:00:00-04:00,103370.20749378204,381.925820350647,7,620.5010986328125,-0.0018747845449336165
2025-07-10 00:00:00-04:00,103988.83178424835,381.925820350647,7,622.2510375976562,0.005984551114532
2025-07-11 00:00:00-04:00,104328.34541034698,381.925820350647,7,620.0636596679688,0.00326490470441132
2025-07-14 00:00:00-04:00,105492.88104724884,381.925820350647,7,621.246826171875,0.011162217059241808
2025-07-15 00:00:00-04:00,104844.99031925201,381.925820350647,7,618.592041015625,-0.0061415587626869605
2025-07-16 00:00:00-04:00,105315.66864871979,381.925820350647,7,620.66015625,0.004489278200461078
2025-07-17 00:00:00-04:00,106065.06755161285,381.925820350647,7,624.4583740234375,0.007115739875257265
2025-07-18 00:00:00-04:00,106644.75452899933,381.925820350647,7,624.0010375976562,0.005465390168204021
2025-07-21 00:00:00-04:00,106822.64195346832,381.925820350647,7,625.1842651367188,0.0016680372631043827
2025-07-22 00:00:00-04:00,107556.81514453888,381.925820350647,7,625.2737426757812,0.006872823753885093
2025-07-23 00:00:00-04:00,108773.49727725983,381.925820350647,7,630.5932006835938,0.011311994791644908
2025-07-24 00:00:00-04:00,109281.51836872101,381.925820350647,7,630.802001953125,0.004670449182729186
2025-07-25 00:00:00-04:00,109587.48408603668,381.925820350647,7,633.4667358398438,0.002799793797550798
2025-07-28 00:00:00-04:00,108635.99274921417,381.925820350647,7,633.3076782226562,-0.008682481806731701
2025-07-29 00:00:00-04:00,111134.5832605362,34314.941643714905,5,631.6372680664062,0.02299965644986557
2025-07-30 00:00:00-04:00,110336.21963596344,34314.941643714905,5,630.841796875,-0.00718375505760549
2025-07-31 00:00:00-04:00,110760.88395786285,227.84020519256592,7,628.475341796875,0.003848820661977781
2025-08-01 00:00:00-04:00,110156.28751087189,227.84020519256592,7,618.1743774414062,-0.005458573689435142
2025-08-04 00:00:00-04:00,111531.64667224884,227.84020519256592,7,627.570556640625,0.012485525723996638
2025-08-05 00:00:00-04:00,110869.27774906158,227.84020519256592,7,624.3887939453125,-0.005938842857164284
2025-08-06 00:00:00-04:00,110096.41411495209,227.84020519256592,7,629.17138671875,-0.006970944970515425
2025-08-07 00:00:00-04:00,109940.2369146347,227.84020519256592,7,628.6444091796875,-0.0014185493830373153
2025-08-08 00:00:00-04:00,112252.69417285919,227.84020519256592,7,633.5462646484375,0.021033766372725138
2025-08-11 00:00:00-04:00,112216.10572528839,227.84020519256592,7,632.29345703125,-0.00032594716626099807
2025-08-12 00:00:00-04:00,113850.38028240204,227.84020519256592,7,639.0248413085938,0.014563636356393017
2025-08-13 00:00:00-04:00,114444.36948680878,227.84020519256592,7,641.2123413085938,0.005217279054609891
2025-08-14 00:00:00-04:00,114492.8912935257,227.84020519256592,7,641.27197265625,0.0004239772295875355
2025-08-15 00:00:00-04:00,113928.92371273041,227.84020519256592,7,639.7705688476562,-0.004925786871338933
2025-08-18 00:00:00-04:00,114230.5466299057,227.84020519256592,7,639.6314086914062,0.0026474656948030084
2025-08-19 00:00:00-04:00,114265.48848819733,227.84020519256592,7,636.1612548828125,0.0003058889178289004
2025-08-20 00:00:00-04:00,114605.09502506256,227.84020519256592,7,634.470947265625,0.0029720831841568707
2025-08-21 00:00:00-04:00,113446.83579158783,17957.143916130066,6,631.9255981445312,-0.010106524786017923
2025-08-22 00:00:00-04:00,115292.50050067902,17957.143916130066,6,641.6299438476562,0.016268983583480834
2025-08-25 00:00:00-04:00,115982.17658138275,34752.00304698944,5,638.8060913085938,0.005981968278150784
2025-08-26 00:00:00-04:00,116425.59759807587,34752.00304698944,5,641.4807739257812,0.0038231824040824147
2025-08-27 00:00:00-04:00,116420.9042634964,34752.00304698944,5,642.9423828125,-4.0311878798937606e-05
2025-08-28 00:00:00-04:00,116630.86030864716,34752.00304698944,5,645.2192993164062,0.0018034222159584168
2025-08-29 00:00:00-04:00,116568.7978181839,34752.00304698944,5,641.3713989257812,-0.0005321275201007891
2025-09-02 00:00:00-04:00,115930.67705821991,34752.00304698944,5,636.6187133789062,-0.005474198687021592
2025-09-03 00:00:00-04:00,117566.27162837982,53672.936244010925,4,640.06884765625,0.01410838452481844
2025-09-04 00:00:00-04:00,117923.34119319916,53672.936244010925,4,645.418212890625,0.0030371769034915896
2025-09-05 00:00:00-04:00,118315.62542057037,53672.936244010925,4,643.5488891601562,0.003326603735968714
2025-09-08 00:00:00-04:00,118459.15672206879,53672.936244010925,4,645.1298828125,0.001213122112892595
2025-09-09 00:00:00-04:00,118493.59508800507,53672.936244010925,4,646.6212768554688,0.0002907193237673411
2025-09-10 00:00:00-04:00,118784.58315944672,53672.936244010925,4,648.4905395507812,0.0024557282714354756
2025-09-11 00:00:00-04:00,119892.81055927277,53672.936244010925,4,653.8796997070312,0.00932972419778122
2025-09-12 00:00:00-04:00,119056.60571575165,53672.936244010925,4,653.6608276367188,-0.006974603728283735
2025-09-15 00:00:00-04:00,119073.86021137238,53672.936244010925,4,657.1409301757812,0.0001449268229762879
2025-09-16 00:00:00-04:00,118900.43328380585,53672.936244010925,4,656.2361450195312,-0.0014564651490988068
2025-09-17 00:00:00-04:00,119109.73996448517,53672.936244010925,4,655.4208374023438,0.0017603525479148452
2025-09-18 00:00:00-04:00,119984.74013614655,53672.936244010925,4,658.4832153320312,0.007346168096095784
2025-09-19 00:00:00-04:00,119911.50441646576,53672.936244010925,4,661.74462890625,-0.0006103752827041342
2025-09-22 00:00:00-04:00,119954.90503787994,53672.936244010925,4,664.8753662109375,0.00036193876163426175
2025-09-23 00:00:00-04:00,120308.30740642548,53672.936244010925,4,661.256103515625,0.0029461268668748986
2025-09-24 00:00:00-04:00,119573.06359386444,53672.936244010925,4,659.1522216796875,-0.006111330367879253
2025-09-25 00:00:00-04:00,119550.58203792572,53672.936244010925,4,656.1112670898438,-0.0001880152206777952
2025-09-26 00:00:00-04:00,120428.27908611298,53672.936244010925,4,659.8701782226562,0.0073416375999644234
2025-09-29 00:00:00-04:00,120967.299908638,53672.936244010925,4,661.7246704101562,0.0044758658565533516
2025-09-30 00:00:00-04:00,121316.5485906601,738.3678579330444,7,664.21728515625,0.0028871329878890073
2025-10-01 00:00:00-04:00,127576.61069393158,738.3678579330444,7,666.4806518554688,0.05160105670656567
2025-10-02 00:00:00-04:00,128633.85602474213,738.3678579330444,7,667.248291015625,0.008287140762400336
2025-10-03 00:00:00-04:00,128890.16958522797,738.3678579330444,7,667.2384033203125,0.0019925824227529088
2025-10-06 00:00:00-04:00,128083.29067897797,738.3678579330444,7,669.6312866210938,-0.00626020517194259
2025-10-07 00:00:00-04:00,124780.60535335541,738.3678579330444,7,667.1486206054688,-0.02578545029655943
2025-10-08 00:00:00-04:00,126011.24494075775,738.3678579330444,7,671.1268920898438,0.009862426808376235
2025-10-09 00:00:00-04:00,124715.99788570404,738.3678579330444,7,669.1826171875,-0.010278821193002718
2025-10-10 00:00:00-04:00,120618.83335781097,738.3678579330444,7,651.0960693359375,-0.03285195642380945
2025-10-13 00:00:00-04:00,123635.33135128021,738.3678579330444,7,661.0865478515625,0.025008515747461324
2025-10-14 00:00:00-04:00,122149.77476406097,16146.93286037445,6,660.2789306640625,-0.012015631543044747
2025-10-15 00:00:00-04:00,124650.86003780365,16146.93286037445,6,663.2102661132812,0.020475561895825445
2025-10-16 00:00:00-04:00,125722.28076076508,16146.93286037445,6,658.6936645507812,0.008595373691256514
2025-10-17 00:00:00-04:00,126335.44293117523,16146.93286037445,6,662.4326171875,0.004877116185769248
2025-10-20 00:00:00-04:00,126641.01095485687,16146.93286037445,6,669.3222045898438,0.00241870386165588
2025-10-21 00:00:00-04:00,126362.30496883392,36982.80216884613,5,669.3121948242188,-0.0022007561683339283
2025-10-22 00:00:00-04:00,125932.1647939682,36982.80216884613,5,665.83251953125,-0.003404022860866718
2025-10-23 00:00:00-04:00,127269.804022789,36982.80216884613,5,669.7808837890625,0.010621902918998005
2025-10-24 00:00:00-04:00,129916.91303157806,56517.36176967621,4,675.2546997070312,0.020799191364473835
2025-10-27 00:00:00-04:00,129983.17687892914,56517.36176967621,4,683.2211303710938,0.0005100478898769634
2025-10-28 00:00:00-04:00,129351.57485866547,56517.36176967621,4,685.0357666015625,-0.004859105889156501
2025-10-29 00:00:00-04:00,130987.82668209076,76859.72602748871,3,685.3648071289062,0.012649647483713444
2025-10-30 00:00:00-04:00,130494.23597621918,76859.72602748871,3,677.8270874023438,-0.0037682181495348743
2025-10-31 00:00:00-04:00,130675.88809871674,505.35391902923584,7,680.050537109375,0.0013920317716613617
2025-11-03 00:00:00-05:00,131288.02858638763,505.35391902923584,7,681.3267822265625,0.004684418040522331
2025-11-04 00:00:00-05:00,131777.5723028183,505.35391902923584,7,673.2506103515625,0.0037287765053806154
2025-11-05 00:00:00-05:00,133337.98199367523,505.35391902923584,7,675.583740234375,0.011841238714515034
2025-11-06 00:00:00-05:00,133807.14719295502,505.35391902923584,7,668.3351440429688,0.0035186163182072683
2025-11-07 00:00:00-05:00,135732.299284935,505.35391902923584,7,668.9931640625,0.014387513166272292
2025-11-10 00:00:00-05:00,137638.32403469086,505.35391902923584,7,679.432373046875,0.014042529005971138
2025-11-11 00:00:00-05:00,138372.54507350922,505.35391902923584,7,680.9877319335938,0.0053344229811553845
2025-11-12 00:00:00-05:00,139122.89889431,505.35391902923584,7,681.3666381835938,0.005422707375962288
2025-11-13 00:00:00-05:00,139686.35888576508,505.35391902923584,7,670.0599975585938,0.0040500880583513865
2025-11-14 00:00:00-05:00,139066.71295833588,505.35391902923584,7,669.9503784179688,-0.004435980237239456
2025-11-17 00:00:00-05:00,138979.08224391937,505.35391902923584,7,663.7088012695312,-0.0006301343617919342
2025-11-18 00:00:00-05:00,139265.09988307953,505.35391902923584,7,658.1353149414062,0.002057990559026557
2025-11-19 00:00:00-05:00,138757.48782253265,505.35391902923584,7,660.6777954101562,-0.003644933734101685
2025-11-20 00:00:00-05:00,136959.9923467636,505.35391902923584,7,650.6075439453125,-0.012954223256535169
2025-11-21 00:00:00-05:00,137826.52979183197,505.35391902923584,7,657.08837890625,0.00632693847466359
2025-11-24 00:00:00-05:00,139197.62201595306,505.35391902923584,7,666.759765625,0.00994795578320029
2025-11-25 00:00:00-05:00,140712.81906795502,21237.163504600525,6,673.03125,0.010885222247750015
2025-11-26 00:00:00-05:00,141492.95866298676,42173.323760032654,5,677.6775512695312,0.005544197040462828
2025-11-28 00:00:00-05:00,141665.55686092377,42173.323760032654,5,681.3765869140625,0.001219835952035675
2025-12-01 00:00:00-05:00,140801.9751958847,63386.05418300629,4,678.2658081054688,-0.006095918331700534
2025-12-02 00:00:00-05:00,140192.50594234467,63386.05418300629,4,679.5220947265625,-0.00432855613489902
2025-12-03 00:00:00-05:00,139860.3137731552,63386.05418300629,4,681.8751220703125,-0.002369542986313866
2025-12-04 00:00:00-05:00,140176.9940481186,63386.05418300629,4,682.3736572265625,0.0022642611504291033
2025-12-05 00:00:00-05:00,139947.66375637054,63386.05418300629,4,683.6697998046875,-0.0016360052040302886
2025-12-08 00:00:00-05:00,139749.74383449554,63386.05418300629,4,681.6159057617188,-0.0014142424143610555
2025-12-09 00:00:00-05:00,139826.33468532562,63386.05418300629,4,681.027587890625,0.0005480571822784608
2025-12-10 00:00:00-05:00,139988.85386562347,63386.05418300629,4,685.5443115234375,0.0011622930735015746
2025-12-11 00:00:00-05:00,140238.573012352,63386.05418300629,4,687.1395263671875,0.001783850212590643
2025-12-12 00:00:00-05:00,140177.705534935,63386.05418300629,4,679.7514038085938,-0.0004340280716605971
2025-12-15 00:00:00-05:00,140287.78440761566,63386.05418300629,4,678.7244262695312,0.0007852808851491755
2025-12-16 00:00:00-05:00,139625.3855047226,63386.05418300629,4,676.8699340820312,-0.004721714764333473
2025-12-17 00:00:00-05:00,139573.01422023773,63386.05418300629,4,669.4219360351562,-0.0003750842606131677
2025-12-18 00:00:00-05:00,139631.9330511093,63386.05418300629,4,674.4769287109375,0.0004221362646694704
2025-12-19 00:00:00-05:00,140107.15414333344,63386.05418300629,4,680.5900268554688,0.0034033840385936376
2025-12-22 00:00:00-05:00,140273.3055715561,63386.05418300629,4,684.8300170898438,0.0011858882527346903
2025-12-23 00:00:00-05:00,140755.9426794052,63386.05418300629,4,687.9600219726562,0.0034406910558111292
