Metric,Portfolio,Benchmark
Cumulative_Return,0.5870365188217146,0.19054259263973106
Sortino_Ratio,2.7436480920873,0.9908627593469641
Max_Drawdown,-0.13528060233646935,-0.18755237673244943
Sharpe_Ratio,2.8710523440610727,1.0117921794715499
Volatility,0.17139428841441526,0.196974460319127
